PID,Gist_Hindi_by_Sant_Singh
P0081L01,वे विष रूप संसार के रसों को फीका समझते हैं।
P0081L02,जब मेरा गोपाल प्रभु मुझ पर कृपालु हो गया तो मेरे मन ने सत्संगति को नाम की निधि स्वीकार कर लिया।
P0081L03,प्रभु के प्रिय भक्त समस्त सुख एवं बड़ा आनंद प्राप्त करते हैं। वह हरि-नाम रूपी रत्न को अपने हृदय में पिरो कर रखते हैं।
P0081L04,हे नानक ! प्राणों का आधार प्रभु उन्हें तिल भर समय के लिए भी विस्मृत नहीं होता। वे हर समय उसका नाम-सिमरन करके ही जीवित रहते हैं। ॥३॥
P0081L05,डखणा ॥
P0081L06,"हे प्रभु ! तुम उन्हें ही मिलते हो, जिन्हें तुम अपना बना लेते हो।"
P0081L07,हे नानक ! प्रभु भक्तजनों से अपनी महिमा सुनकर स्वयं मुग्ध हो जाता है।॥१॥
P0081L08,छंद॥
P0081L09,भक्तो ने प्रेम की नशीली बूटी भगवान को प्रसन्न करके अपने मोह-जाल में फँसा लिया है।
P0081L10,संतों की दया से अथाह परमेश्वर के गले लगकर वह शोभा प्राप्त करता है।
P0081L11,वह भगवान के कण्ठ से लगकर शोभा प्राप्त करता है और उसके सभी दुख नाम के फलस्वरूप नष्ट हो गए हैं। उसकी भक्ति के गुणों के कारण प्रभु उसके वश में हो गया है
P0081L12,जब गोबिंद प्रसन्न हुए तो सभी सुख उसके मन में आकर बस गए हैं और जन्म - मृत्यु के चक्र टूट गया है ।
P0081L13,जीव रूपी स्त्री ने अपनी सत्संगी सहेलियों के साथ मिलकर मंगल गायन किया है। उसकी मनोकामनाएँ पूरी हो गई है। अब वह माया के मोह में नहीं फँसेगी ।
P0081L14,हे नानक ! प्रिय प्रभु ने जिनका हाथ पकड़ा है उसे भवसागर ने स्पर्श नहीं किया II४ II
P0081L15,डखणा ॥
P0081L16,ईश्वर का नाम अमूल्य है। इसका मूल्य कोई भी नहीं जानता।
P0081L17,"जिनके मस्तक पर भाग्य रेखाएँ विद्यमान हैं, हे नानक ! वे ईश्वर की प्रीति का आनंद प्राप्त करते हैं॥"
P0081L18,छंद ॥
P0081L19,"हरिनाम इतना पावन है केि उसका मुख से उच्चारण करने वाले पवित्र हो जाते है। वे सभी धन्य हैं, जो प्रभु के नाम को सुनते हैं और प्रभु नाम महिमा को लिखने वालों का तो समूचा वंश ही भवसागर से पार हो जाता है।"
P0081L20,"जिन्हें संतों की संगत मिल जाती हैं, वे परमात्मा के नाम में मग्न हो जाता है और ईश्वर का चिन्तन करता हैं।"
P0081L21,जो ब्रह्म का चिन्तन करते हैं  वे अपना जीवन सफल कर लेते हैं और उन पर ठाकुर की बड़ी कृपा होती है।
P0081L22,ईश्वर उनका हाथ थाम कर उन्हें यश प्रदान करता है और योनियों के आवागमन से मुक्त होकर जन्म-मरण के बंधन में नहीं पड़ते।
P0081L23,"दयालु एवं कृपालु सतिगुरु को मिलकर काम, क्रोध, लोभ, मोह एवं अहंकार नष्ट हो गए हैं।"
P0081L24,जगत् का स्वामी अकथनीय है और उसकी महिमा कथन नहीं की जा सकती। नानक उस पर तन-मन से न्यौछावर हैं। इसलिए वह उस पर कुर्बान जाता है॥ ५ ॥ १॥३ ॥
P0081L25,श्रीरागु महला ४ वणजारा
P0081L26,ੴ सति नामु गुर प्रसादि ॥
P0081L27,"जिस परमात्मा ने यह सृष्टि-रचना की है, उसका ‘हरि-हरि' नाम सबसे उत्तम है।"
P0081L28,वह हरि-परमेश्वर समस्त जीवों का पालन-पोषण करता है और वह राम सर्वव्यापक है।
P0081L29,इसलिए सदैव उस परमात्मा का ध्यान करना चाहिए। चूंकि उसके अतिरिक्त जीव का अन्य कोई सहारा नहीं है।
P0081L30,"जो व्यक्ति अपना चित्त माया के मोह में लगाकर रखते हैं, वे मृत्यु समय दुखी होकर विलाप करते हुए सबकुछ दुनिया में छोड़कर ही चले जाते हैं।"
P0081L31,"हे नानक ! जो व्यक्ति भगवान का नाम-सिमरन करते हैं, अन्तिम समय भगवान का नाम ही उनका साथी बनता है॥ १॥"
P0081L32,मेरे भगवान के अलावा मेरा अन्य कोई सहारा नहीं है।
P0081L33,हे मेरे वणजारे मित्र ! भगवान तो गुरु की शरण ग्रहण करने से ही मिलता है। यदि मनुष्य की किस्मत अच्छी हो तो ही भगवान मिलता है।॥१॥ रहाउ॥
P0082L01,हे भाई ! संतजनों की कृपा बिना ईश्वर का नाम प्राप्त नहीं हुआ।
P0082L02,"स्वेच्छाचारी अहंकारवश ऐसे कर्म करते हैं, जैसे वेश्या-पुत्र पिता का नाम नहीं जानता।"
P0082L03,"वैसे ही ऐसे लोगों का प्रभु पिता का पता नहीं चलता। प्राणी पितृ-जाति को तभी प्राप्त करता है, यदि गुरु जी प्रसन्न होकर उस पर कृपा धारण करे।"
P0082L04,मनुष्य को बड़े सौभाग्य से गुरु प्राप्त होता है और दिन-रात वह प्रभु की प्रीति में लगा रहता है।
P0082L05,"हे नानक ! जिसने ब्रह्म को पहचान लिया है, वहीं  भगवान की महिमा का कर्म करता है॥२॥"
P0082L06,उसके ह्रदय में भगवान के सिमरन हेतु चाव उत्पन्न हो गया है।
P0082L07,पूर्ण गुरु ने उसके हृदय में नाम बसा दिया है। जिसके कारण उसे हरि-प्रभु का नाम मिल गया है और भगवान भी मिल गया है॥१॥ रहाउ॥
P0082L08,"जब तक शरीर  है, स्वस्थ और उसमें प्राणों का संचार होता है, तब तक तुम हरि-नाम की आराधना करो।"
P0082L09,तेरे नश्वर संसार से गमन करते समय ईश्वर का नाम तेरे साथ जाएगा और अंत में स्वामी तुझे मृत्यु से मुक्त कराएगा।
P0082L10,"मैं उन पर कुर्बान जाता हूँ, जिनके हृदय  में ईश्वर ने आकर वास कर लिया है।"
P0082L11,"जो लोग दुखभंजक हरि के नाम का चिन्तन नहीं करते, वे अंतिम समय पश्चाताप करते हुए चले जाएँगे।"
P0082L12,"हे नानक ! ईश्वर ने जिसके मस्तक पर भाग्य-रेखा लिखी है, वह ईश्वर के नाम का स्मरण करते हैं।॥३॥"
P0082L13,हे मेरे मन ! तू ईश्वर के नाम के साथ प्रीति लगा।
P0082L14,किसी भाग्यशाली व्यक्ति को ही गुरु मिलता है और गुरु के उपदेश द्वारा मनुष्य भवसागर से पार हो जाता है॥१॥ रहाउ॥
P0082L15,ईश्वर इस सृष्टि को स्वयं उत्पन्न करता है और स्वयं ही प्राण देता और लेता है।
P0082L16,हरि स्वयं ही मोह-माया के भृम में भुला देता है और स्वयं ही बुद्धि प्रदान करता है।
P0082L17,गुरमुखों के मन में आत्मिक प्रकाश होता है और ऐसे व्यक्ति विरले ही होते हैं।
P0082L18,"मैं उन पर कुर्बान जाता हैं, जिन्होंने गुरु के उपदेश द्वारा ईश्वर को प्राप्त किया है।"
P0082L19,हे नानक ! मेरा हृदय प्रफुल्लित हो गया है और मेरे चित्त के अन्दर ईश्वर आकर बस गया है॥४॥
P0082L20,हे मेरे मन ! तू ईश्वर के नाम का जाप कर।
P0082L21,हे मेरे मन ! तू भागकर ईश्वर रूप गुरु की शरण ग्रहण कर। वह तेरे सर्व पापौ -दुःखों का निवारण कर देंगे॥१॥ रहाउ॥
P0082L22,राम प्रत्येक प्राणी के हृदय में वास करता है। कैसे और किस भेद से वह प्राप्त किया जा सकता है?
P0082L23,यदि प्राणी को भाग्यवश पूर्ण सतिगुरु मिल जाए तभी उसके हृदय में हरि आकर टिक जाता है।
P0082L24,ईश्वर का नाम ही मेरा आश्रय और निर्वाह है। स्वामी के नाम से ही मुझे मोक्ष एवं मुक्तिदायिनी सूझ मिलती है।
P0082L25,ईश्वर के नाम में मेरा विश्वास है और ईश्वर का नाम ही मेरी जाति एवं प्रतिष्ठा है।
P0082L26,नानक ने नाम की आराधना की है और यह ईश्वर-रंग में मग्न उसी का नाम स्मरण करता है॥५॥
P0082L27,"भगवान का ध्यान करो, भगवान सदैव सत्य है।"
P0082L28,गुरु के शब्द द्वारा मनुष्य ईश्वर को समझता है। परमेश्वर ही सृष्टि का कर्त्ता है॥१॥ रहाउ॥
P0082L29,"जिन प्राणियों के भाग्य में प्राप्ति लिखी है, वे गुरु के पास आते हैं और उनको मिलते हैं।"
P0082L30,"हे मेरे वणजारे मित्र ! जो व्यक्ति श्रद्धा भावना से गुरु के पास आते हैं, गुरु उनके हृदय में भगवान के नाम का प्रकाश कर देता है।"
P0082L31,"वह व्यापार और व्यापारी दोनों ही धन्य हैं, जिन्होंने ईश्वर के नाम का व्यापार किया है अर्थात् जो श्रद्धा की पूंजी लगाकर प्रभु नाम की सामग्री लादते हैं।"
P0082L32,गुरमुख जनों के मुख प्रभु-दरबार में उज्ज्वल हैं। ईश्वर के दरबार में वह प्रभु के पास आते हैं और उसमें लीन हो जाते हैं।
P0082L33,"हे नानक ! गुरु उन्हें ही मिलता है, जिन पर गुणों का भण्डार भगवान स्वयं प्रसन्न होता है।॥६॥"
P0082L34,हे मनुष्य ! प्रत्येक श्वास एवं भोजन के ग्रास के साथ तुम ईश्वर का ध्यान करो।
P0082L35,"जिन्होंने भगवान के नाम को अपने जीवन सफर की पूँजी बनाया है, उन गुरमुखों के मन में भगवान के लिए प्रेम उत्पन्न होता है॥ १॥ रहाउ ॥१॥"
P0083L01,"ईश्वर एक है, जिसे सतगुरु की कृपा से पाया जा सकता है।"
P0083L02,सिरीराग की वार महला ४ श्लोकों साथ ॥
P0083L03,श्लोक महला ३ ॥
P0083L04,"रागों में श्री राग तभी सर्वोत्तम राग है, यदि इसके द्वारा प्राणी का सत्य-परमेश्वर से प्रेम हो जाए।"
P0083L05,फिर मन में हमेशा ही सत्य प्रभु निवास करता है और प्राणी की बुद्धि अपार प्रभु में स्थिर होती है।
P0083L06,गुरु के शब्द का चिंतन करने से प्राणी नाम रूपी अमूल्य रत्न को प्राप्त कर लेता है।
P0083L07,नाम-सिमरन करने से मनुष्य की जिव्हा एवं मन सत्य हो जाते हैं और उसका शरीर एवं आकार भी सत्य हो जाता है।
P0083L08,हे नानक ! नाम का सत्य व्यापार हमेशा सत्य के पुंज सतिगुरु की सेवा करने से ही होता है ॥१॥
P0083L09,महला ३ ॥
P0083L10,"जब तक प्रभु से सच्चा प्यार नहीं होता, मनुष्य की शेष प्रीति निरर्थक है।"
P0083L11,"मन को माया ने मोहित कर रखा है, इसलिए वह प्रभु को देखता-सुनता ही नहीं।"
P0083L12,पति-परमेश्वर के दर्शन के बिना प्रेम उत्पन्न नहीं होता। अंधा अर्थात ज्ञानहीन आदमी क्या कर सकता है?
P0083L13,"हे नानक ! जिस प्रभु ने मनुष्य को नेत्रहीन (ज्ञानहीन) किया है, वही उसे ज्ञान रूपी नेत्र दे भी सकता है ॥२॥"
P0083L14,पउड़ी ॥
P0083L15,एक ईश्वर ही समस्त जीवों का रचयिता है और एक ही ईश्वर का दरबार है।
P0083L16,एक ईश्वर का ही आदेश सब पर चल रहा है और तुम एक ईश्वर को उपने हृदय में धारण करो।
P0083L17,"उस स्वामी के अलावा अन्य कोई नहीं, तुम अपना डर, संदेह तथा भय निवृत कर दो।"
P0083L18,"उस हरि की ही स्तुति करो, जो तेरे घर के अन्दर व बाहर रक्षा करता है।"
P0083L19,"ईश्वर जिस पर दयालु होता है, वह प्रभु का भजन करने से भय के विकराल सागर से पार हो जाता है ॥ १ ॥"
P0083L20,श्लोक महला १॥
P0083L21,"समस्त नियामतें उस भगवान की दी हुई हैं, उसके साथ कोई बल नहीं चल सकता है?"
P0083L22,कई प्राणी जागते हुए भी उससे नियामतें प्राप्त नहीं कर सकते और कई प्राणियों को वह नींद से जगाकर नियामतें देता है ॥१॥
P0083L23,महला १॥
P0083L24,विश्वास एवं संतोष धैर्यशालियों के गुण हैं और सहनशीलता फरिश्तों का यात्रा-व्यय हैं।
P0083L25,ऐसे व्यक्ति पूर्ण प्रभु के दर्शन कर लेते हैं परन्तु दोषियों को कहीं भी स्थान नहीं मिलता ॥२॥
P0083L26,पउड़ी ॥
P0083L27,हे प्रभु ! इस दुनिया की रचना आपने की है और स्वयं ही तुमने दुनिया को अलग-अलग धंधों में लगाया है।
P0083L28,अपनी महानता को देखकर तुम स्वयं ही प्रसन्न होते हो।
P0083L29,मेरे प्रभु तेरे अलावा अन्य कुछ भी नहीं। तुम सच्चे मालिक हो।
P0083L30,तुम स्वयं ही सर्वत्र व्यापक हो।
P0083L31,"हे संतजनो ! आप उस परमेश्वर की उपासना करो, जो अंतिम समय तुम्हें मुक्ति प्रदान करेगा। ॥२॥"
P0083L32,श्लोक महला १॥
P0083L33,ऊँची जाति एवं नाम का अहंकार व्यर्थ है।
P0083L34,समस्त जीवों  में एक ही ईश्वर रूपी वृक्ष की छाया का सुख उपलब्ध है।
P0083L35,हे नानक ! यदि कोई व्यक्ति स्वयं को अच्छा कहलवाता है
P0083L36,"तों उसे तभी अच्छा जाना जाएगा, यदि उसका सम्मान प्रभु के दरबार में स्वीकृत होगा ॥१॥"
P0083L37,महला २॥
P0083L38,"जिस प्रियतम से प्रेम होता है, उसके समाने  जगत् से  प्राण त्याग कर चले जाना बेहतर है।"
P0083L39,प्रियतम के पश्चात् जीना संसार में धिक्कार का जीवन व्यतीत करना है ॥२ ॥
P0083L40,पउड़ी।
P0083L41,"हे प्रभु ! तूने स्वयं इस धरती की रचना की है, चाँद एवं सूर्य ये दो दीपक बनाए हैं। |"
P0083L42,"तुम्हीं ने इस ब्रह्माण्ड में चौदह पुरियों की रचना की है, जहाँ पर प्राणियों के कर्मों का व्यापार होता है।"
P0083L43,"जो प्राणी गुरमुख हो जाते हैं, ईश्वर उन्हें मोक्ष-रूपी लाभ प्रदान करता है।"
P0083L44,"जो सत्य नाम के अमृत का पान करते हैं, उन्हें यमदूत नहीं पकड़ते।"
P0083L45,"ऐसे ईश्वर से स्नेह करने वाले प्राणी स्वयं भी मुक्त होते हैं और उनका परिवार भी बच जाता है तथा जो उनके पीछे चलता है, वह भी बच जाता है ॥३॥"
P0083L46,श्लोक महला १॥
P0083L47,भगवान अपनी कुदरत की रचना करके स्वयं ही इसमें निवास कर रहा है।
P0084L01,"जो प्राणी जीवन काल का विचार करता है, वही परमात्मा का सच्चा भक्त होता है।"
P0084L02,भगवान कुदरत में निवास करता है परन्तु उसका मूल्यांकन नहीं किया जा सकता।
P0084L03,"यदि इन्सान मूल्य जान भी ले, तो वह ब्यान नहीं कर सकता।"
P0084L04,कुछ लोग शरीयत द्वारा मालिक-प्रभु बारे विचार करते हैं।
P0084L05,परन्तु ईश्वर को समझने के बिना वह किस तरह पार हो सकते हैं ?
P0084L06,धैर्य को नमन करो और मन को नाम-सिमरन में लगाने का जीवन-मनोरथ बनाओ ।
P0084L07,"फिर जिस तरफ भी देखोगे, उधर ही ईश्वर के प्रत्यक्ष दर्शन करोगे ॥१॥"
P0084L08,महला ३॥
P0084L09,गुरु की संगति (शारीरिक रूप से) निकट अथवा दूर रहने से प्राप्त नहीं होती।
P0084L10,"हे नानक ! सतिगुरु तभी मिलते हैं, यदि मन उनकी उपस्थिति के अन्दर सदैव विचरण करे ॥२॥"
P0084L11,पउड़ी॥
P0084L12,"सृष्टि में सात द्वीप, सात समुद्र, नौ खण्ड, चार वेद एवं अठारह पुराण हैं।"
P0084L13,हे प्रभु ! तुम इन सबमें विद्यमान हो और तुम सबको प्रिय हो।
P0084L14,हे सारिंगपाणि ईश्वर ! समस्त जीव-जन्तु सदैव तुम्हारा ही सिमरन करते हैं।
P0084L15,"जो गुरमुख हरि की वंदना करते हैं, मैं उन पर कुर्बान जाता हूँ।"
P0084L16,हे ईश्वर ! तुम ही आश्चर्यजनक लीलाओं को रचकर स्वयं ही सबमें विद्यमान हो रहे हो ॥४॥
P0084L17,श्लोक महला ३ ॥
P0084L18,"लेखनी और दवात मंगवाने की क्या आवश्यकता है? जो लिखना चाहते हो, उसे अपने हृदय में ही लिखो।"
P0084L19,हृदय में लिख लेने से तुम सदैव प्रभु के प्रेम में लीन रहोगे और कभी भी उस परमेश्वर से अलग  नहीं होगे।
P0084L20,"कलम और दवात नाशवान हैं, लिखित कागज भी नष्ट हो जाएगा।"
P0084L21,"हे नानक ! जो प्रेम प्रभु ने प्रारम्भ से ही जीव की किस्मत में लिख दिया है, वह प्रेम कभी भी मिट नहीं सकता ॥१॥"
P0084L22,महला ३॥
P0084L23,"जो वस्तु दृश्यमान है, वह कभी अनंतकाल तक प्राणी का साथ नहीं देती। चाहे तुम परख कर देख सकते हो।"
P0084L24,अतः सतिगुरु ने सदैव सत्य की प्रेरणा दी है; उसी सत्य में सुरति लगाने से सत्य की प्राप्ति होगी।
P0084L25,"हे नानक ! वह सत्य प्रभु नाम द्वारा ही मिलता है, किन्तु उसकी उपलब्धि शुभ कर्मों से होती है।॥२॥"
P0084L26,पउड़ी॥
P0084L27,हे प्रभु ! अन्दर-बाहर अर्थात् समस्त सृष्टि में तू ही मौजूद है। इस रहस्य को तू ही जानता है।
P0084L28,"मनुष्य जो कुछ भी करता है, उसको परमात्मा जानता है। हे मेरे मन ! तू ईश्वर का चिन्तन कर।"
P0084L29,"जो प्राणी पाप करता है, केवल वही भय में रहता है। परन्तु धर्म करने वाला नित्य प्रसन्नचित्त रहता है।"
P0084L30,"हे भगवान ! तुम सत्य-स्वरूप हो, तुम्हारा न्याय भी सत्य है। अतः (प्रभु की शरण में) हमें किस बात का भय है।"
P0084L31,"हे नानक ! जिन्होंने सत्य (परमात्मा) को पहचान लिया, वे उस सत्य में ही विलीन हो जाते हैं ॥५॥"
P0084L32,श्लोक महला ३॥
P0084L33,"दवात सहित कलम भी जल जाए, लिखा हुआ कागज भी जल जाए,"
P0084L34,"स्वयं लिखने वाला भी जल कर मर जाए, जिसने द्वैत-भाव बारे लिखा है।"
P0084L35,"हे नानक ! प्राणी वही कर्म करता है, जो उसके पूर्व-जन्म के कर्म-फलानुसार है। अन्य कुछ नहीं किया जा सकता॥१॥"
P0084L36,महला ३॥
P0084L37,भगवान के नाम के सिवाय अन्य कुछ पढ़ना एवं बोलना मिथ्या है। ये तो माया से प्रेम उत्पन्न करते हैं।
P0084L38,हे नानक ! भगवान के नाम के सिवाय कुछ भी अटल नहीं रह सकता। इसके अलावा अन्य पढ़-पढ़कर मनुष्य नष्ट ही होते हैं।
P0084L39,पउड़ी॥
P0084L40,भगवान की महिमा महान है और भगवान का भजन करना ही जीव हेतु उत्तम है।
P0084L41,"भगवान की महिमा महान है, क्योंकि भगवान का न्याय धर्म का है।"
P0084L42,"भगवान की महिमा महान है, जो जीव को महिमा करने का ही फल प्राप्त होता है।"
P0084L43,"भगवान की महिमा महान है, जो वह निंदक की बात नहीं सुनता।"
P0084L44,"भगवान की महिमा महान है, क्योंकि वह बिना पूछे ही सबकी कामनाएँ पूरी करता है ॥६॥"
P0084L45,श्लोक महला ३॥
P0084L46,सारी दुनिया मैं-मैं अर्थात् अहंकार करती हुई नष्ट हो गई है। मृत्यु के समय यह धन-संपति किसी के साथ नहीं जाती।
P0084L47,मोह-माया में फँसकर सभी ने दुःख ही प्राप्त किया है। यमदूत सभी को प्रताड़ित करता है।
P0085L01,हे नानक ! सत्य नाम की आराधना करने से गुरमुख प्राणियों को मोक्ष प्राप्त हुआ है ॥ १ ॥
P0085L02,महला १ II
P0085L03,बातों में हम उत्तम विचार व्यक्त करते हैं परन्तु आचरण से अपवित्र हैं।
P0085L04,मन में हम अशुद्ध और मलिन हैं परन्तु बाहरी वेशभूषा से सफेद दिखते हैं।
P0085L05,हम उनकी समानता करते हैं जो प्रभु के द्वार पर उसकी सेवा में मग्न हैं।
P0085L06,किन्तु वे अपने पति-परमेश्वर के रंग में लीन हैं और सुख एवं आनंद भोगती हैं।
P0085L07,वे सशक्त होने पर भी विनीत होती हुई सदैव दीन एवं नम्र हैं।
P0085L08,"हे नानक ! हमारा जीवन तभी सफल हो सकता है, यदि हम उन मुक्तात्माओं के साथ संगति करें ॥२॥"
P0085L09,पउड़ी II
P0085L10,हे जगत् के स्वामी ! तू स्वयं ही जल है और स्वयं ही जल में रहने वाली मछली है। हे प्रभु ! तू स्वयं ही मछली को फँसाने वाला जाल है।
P0085L11,तुम स्वयं ही मछेरा बनकर मछली को पकड़ने हेतु जाल फैंकते हो और स्वयं ही जल में रखा हुआ टुकड़ा हो।
P0085L12,हे ईश्वर ! तुम स्वयं ही सैंकड़ों हाथ गहरे जल में गहरे लाल रंग का निर्लिप्त कमल हो।
P0085L13,हे भगवान ! जो प्राणी क्षण भर के लिए भी तुम्हारा चिन्तन करते हैं। उन्हें तुम स्वयं ही जन्म-मरण के चक्र से मुक्त कर देते हो।
P0085L14,"हे परमेश्वर ! तेरे हुक्म से परे कुछ भी नहीं, गुरु के शब्द द्वारा तेरे दर्शन करके प्राणी कृतार्थ हो जाता है॥ ७॥"
P0085L15,श्लोक महला ३॥
P0085L16,"जो जीव-स्त्री परमेश्वर के आवेश को नहीं जानती, वह बहुत विलाप करती है।"
P0085L17,"उसके मन में छल-कपट विद्यमान होता है, सो वह सुख की गहरी नींद नहीं सोती।"
P0085L18,"यदि जीव-स्त्री अपने पति-प्रभु की इच्छानुसार चले,"
P0085L19,तो वह अपने प्रभु के दरबार एवं घर में ही सम्मान पा लेती है और पति-प्रभु उसे अपने आत्म-स्वरूप में बुला लेता है।
P0085L20,हे नानक ! उसे यह ज्ञान भगवान की कृपा द्वारा ही होता है।
P0085L21,गुरु की कृपा से वह सत्य में ही समा जाती है।॥१॥
P0085L22,महला ३॥
P0085L23,हे नामविहीन मनमुख ! माया का रंग कुसुंभे के फूल जैसा सुन्दर होता है। तू इसे देखकर भूल मत जाना।
P0085L24,इसका रंग थोड़े दिन ही रहता है। इसका मूल्य भी बहुत न्यून है।
P0085L25,"जो व्यक्ति माया से प्रेम करते हैं, वे मूर्ख ज्ञानहीन एवं गंवार हैं।"
P0085L26,"वे माया के मोह में जल कर मरते हैं। मरणोपरांत वे विष्टा के कीड़े बनते हैं, जो पुनः पुनः जन्म लेकर विष्टा में जलते रहते हैं।"
P0085L27,"हे नानक ! जो व्यक्ति सहज अवस्था में गुरु के प्रेम द्वारा प्रभु-नाम में मग्न रहते हैं, वे सदैव ही सुख भोगते हैं।"
P0085L28,उनका भक्ति का प्रेम कभी नाश नहीं होता और वे सहज अक्स्था में समाए रहते हैं ॥२॥
P0085L29,पउड़ी॥
P0085L30,हे ईश्वर ! तुमने समूची सृष्टि की रचना की है और स्वयं ही भोजन देकर सबका पालन करते हो।
P0085L31,कई प्राणी छल-कपट करके भोजन खाते हैं और अपने मुख से वह झूठ एवं असत्यता व्यक्त करते हैं।
P0085L32,"हे प्रभु ! जो तुम्हें भला प्रतीत होता है, तुम वहीं करते हो और प्राणियों को अलग-अलग कार्यों में लगाते हो और वह वही कुछ करते हैं।"
P0085L33,कई प्राणियों को तुमने सत्य नाम की सूझ प्रदान की है और उनको गुरु द्वारा नाम के अमूल्य भण्डार दिलवाए हैं।
P0085L34,"जो प्राणी ईश्वर का स्मरण करके खाते हैं उनका खाना फलदायक है। जो प्राणी ईश्वर को स्मरण नहीं करते, वह दूसरे से माँगने के लिए हाथ फैलाते हैं ॥८॥"
P0085L35,श्लोक महला ३ II
P0085L36,माया-मोह के स्वाद कारण पण्डित वेदों को पढ़-पढ़कर उनकी कथा करते हैं।
P0085L37,माया के प्रेम में मूर्ख मन ने भगवान के नाम को विस्मृत कर दिया है। अतः उसे प्रभु के दरबार में अवश्य दण्ड मिलेगा।
P0085L38,"जिस परमेश्वर ने मनुष्य को प्राण और शरीर दिया है, उसे वह कदाचित स्मरण नहीं करता, जो सबका भोजन देकर पालन कर रहा है।"
P0085L39,मनमुख प्राणियों के गले यम-पाश प्रतिदिन बना रहता है और वे सदैव जन्म-मरण के बंधन में कष्ट सहन करते हैं।
P0085L40,ज्ञानहीन मनमुख इन्सान कुछ भी नहीं समझता और वही कुछ करता है जो पूर्व-जन्म के कर्मो अनुसार लिखा है।
P0085L41,सौभाग्यवश जब सुखदाता सतिगुरु जी मिलते हैं तो हरि-नाम मनुष्य के हृदय में निवास करने लगता है।
P0085L42,ऐसा व्यक्ति सुख ही भोगता है। उसके लिए सुख ही वस्त्रों का पहनावा है और उसका समूचा जीवन सुख में ही व्यतीत होता है।
P0085L43,"हे नानक ! अपने हृदय में से उस नाम को विस्मृत मत करो, जिसकी बदौलत सत्य के दरबार में शोभा प्राप्त होती है ॥१॥﻿"
P0085L44,महला ३॥
P0085L45,"जिसने सतिगुरु की सेवा की है, उसे सुख ही उपलब्ध हुआ है। भगवान का सत्यनाम गुणों का खजाना है।"
P0086L01,"जिस व्यक्ति ने गुरु की मति द्वारा अपने स्वरूप को पहचान लिया है, उसके हृदय में प्रभु नाम का प्रकाश हो जाता है।"
P0086L02,"जो व्यक्ति सत्य-नाम का सिमरन करते हैं, उन्हें भगवान से बड़ी शोभा मिलती है।"
P0086L03,मैं उस भगवान की महिमा करता हूँ और प्रार्थना करता हूँ कि हे प्रभु ! मेरे प्राण एवं मेरा शरीर यह सब कुछ तेरा ही दिया हुआ है।
P0086L04,यदि सत्य प्रभु की महिमा नाम द्वारा की जाए तो मनुष्य अनंत सुख भोगता है।
P0086L05,"मन द्वारा भगवान की महिमा करनी ही जप, तप एवं संयम है। नामविहीन मानुष का जीवन धिक्कार योग्य है।"
P0086L06,नाम गुरु की मति द्वारा ही मिलता है। माया के मोह में फँसकर मनमुख व्यक्ति का विनाश हो जाता है।
P0086L07,"हे जगत् के स्वामी ! जिस तरह तुझे अच्छा लगता है, वैसे ही मेरी रक्षा करो, नानक तेरा सेवक है  ॥ २ ॥"
P0086L08,पउड़ी॥
P0086L09,हे प्रभु ! सारे प्राणी तेरी संतान हैं और तुम सबके पिता हो। तुम हरेक प्राणी की पूँजी हो।
P0086L10,सभी जीव प्रार्थना करके हमेशा तुझसे माँगते रहते हैं।
P0086L11,"हे प्रभु ! जिस किसी को भी तुम देते हो, वह सब कुछ पा लेता है। कई जीवों को तू कहीं दूर ही निवास करता लगता है और कई तुझे अपने पास ही निवास करते समझते हैं।"
P0086L12,तेरे अलावा कोई स्थान नहीं जिससे माँगा जाए। अपने मन में इसका निर्णय करके देख ले।
P0086L13,"हे प्रभु! सभी तेरी उपमा करते हैं, गुरमुखों को तेरे दरबार पर तेरे प्रकाश के दर्शन होते हैं ॥९॥"
P0086L14,श्लोक महला ३॥
P0086L15,पण्डित ग्रंथ पढ़-पढ़कर उच्च स्वर में लोगों को सुनाता है। उसे तो माया-मोह से ही प्रेम है।
P0086L16,वह मूर्ख एवं गंवार है जो अपने हृदय में विद्यमान परमात्मा को नहीं पहचानता।
P0086L17,वह माया-मोह में मुग्ध हुआ जगत् के लोगों को उपदेश देता है और ज्ञान को नहीं समझता।
