PID,Trans_Hindi_by_Sahib_Singh,Note_by_Sahib_Singh,Bhaav_by_Sahib_Singh,PadArath_by_Sahib_Singh,
P0095L26,हे दास नानक! (कह–) गुरू की मति की बरकति से (जिस मनुष्य के) मन में परमात्मा का नाम मीठा लगने लगता है~ प्यारा लगने लगता है~ उसका मन (सदा) नाम में ही भीगा रहता है।4।4।,,,नामि = नाम में।4।,
P0095L27,,,,,
P0095L28,मैंने गुरू की दी हुई परमात्मा के साथ गहरी सांझ प्राप्त कर ली है। मुझे परमात्मा का नाम रस मिल गया है।,,,गिआनु = जान-पहिचान~ गहरी सांझ।,
P0095L29,मेरा मन परमात्मा के नाम रंग में रंगा गया है। मुझे (गुरू ने) परमात्मा का नाम-रस पिला दिया है।,,,रंगि = रंग में। राता = रंगा हुआ।,
P0095L30,(अब) मै सदा परमात्मा का नाम मुंह से उचारता रहता हूँ। परमात्मा के नाम रस से मेरा मन उछल-उछल पड़ता है।1।,,,मुखि = मुंह में। बोली = बोली~ मैं बोलता हूं। हरि रसि = हरि नाम के रस में। टुलि टुलि = डुल डुलके~ उछल उछल के। पउदा = पड़ता है।1।,
P0095L31,हे संत जनों! आओ~ मुझे अपने गले से लगा लो।,,,गलि = गले से। मै = मुझे।,
P0095L32,और मुझे मेरे प्रीतम प्रभू के सिफत सलाह की बातें सुनाओ।,,,,
P0095L33,हे प्रभू के संत जनों! मुझे मिलो। जो कोई सतिगुरू की बाणी मुंह से उचारता है (और मुझे सुनाता है) मैं अपना मन उसके हवाले करता हूँ।2।,,,देवा = मैं दे दूँ। चउदा = बोलता।2।,
P0095L34,मेरे बड़े भाग्यों से परमात्मा ने मुझे गुरू से मिला दिया~,,,संतु = गुरू।,
P0095L35,और (उस) पूरे गुरू ने परमात्मा का नाम रस मेरे मुंह में डाल दिया है।,,,गुरि पूरे = पूरे गुरू ने।,
P0095L36,अभागे लोगों को ही सतिगुरू नहीं मिलता। जो मनुष्य अपने मन के पीछे चलता रहता है~ वह सदा जोनियों के चक्कर में पड़ा रहता है।3।,,,मनमुख = अपने मन के पीछे चलने वाला। निति = सदा।3।,
P0095L37,दया के घर प्रभू ने जिस मनुष्य पर मेहर की~,,,दइआलि = दयाल ने। प्रभि = प्रभू ने। दइआल प्रभि = दयाल प्रभू ने।,
P0095L38,उसने (अपने अंदर से) अहंकार की मैल~ माया की मैल सारी ही दूर कर ली।?,,,बिखिआ = माया। निवारी = दूर कर दी।,
P0095L39,हे नानक! जो मनुष्य गुरू के सन्मुख होते हैं~ वह (अपने) शरीर रूपी दुकान में ही~ शरीर-रूपी शहर में ही (टिक के) परमात्मा के नाम का सौदा खरीदते हैं।4।5।,,,पटण = शहर। कांइआ = काया~ शरीर। गुरमुखि = गुरू के सन्मुख रहने वाला मनुष्य।4।,
P0095L40,,,,,
P0095L41,(मेरी अरदास है कि) मैं गोबिंद के गुण गाऊँ। मैं हरी का नाम सिमरूँ।,,,हउ = मैं।,
P0095L42,और साध-संगति में मिल के मैं परमात्मा का नाम अपने मन में बसाऊँ।,,,मिलि = मिल के। मनि = मन में। वसाई = मैं बसाऊँ।,
P0095L43,हे हरी! हे प्रभू! हे अपहुँच (प्रभू)! हे अगोचर (प्रभू)! हे स्वामी! (अगर तेरी मेहर हो तो) सतिगुरू को मिल के तेरे नाम का आनंद पाया जा सकता है।1।,,,प्रभ = हे प्रभू! अगम = हे अपहुँच प्रभू। अगोचर = वह प्रभू जिस तक ज्ञानेंद्रियों की पहुँच नहीं हो सकती। कीचै = किया जा सके।1।,
P0096L01,भाग्यशाली हैं परमात्मा के वह सेवक जिन्होंने हरि प्रभू के साथ गहरी सांझ डाल रखी है।,,,जिन = जिन्होंने। जाता = पहचाना~ गहरी सांझ डाली।,
P0096L02,(मेरा जी करता है कि) मैं उन हरि के जनों के पास जा के हरी के सिफत-सालाह की बातें पूछूं।,,,जाइ = जा के। पुछा = पूछूं।,
P0096L03,मैं उनके पैर दबाऊँ~ (उनके पैर) मल मल के धोऊँ। हरी के सेवकों को ही मिल के हरी का नाम रस पिया जा सकता है।2।,,,पाव = (‘पाउ’ का बहुवचन) पैर। मलोवा = मलूं~ मलना। मलि = मल के। पीचै = पीआ जाय।2।,
P0096L04,(नाम की दाति) देने वाले सतिगुरू ने परमात्मा का नाम मेरे हृदय में पक्का कर दिया है।,,,दातै = दाते ने। दिढ़ाइआ = (हृदय में) दृढ़ किया।,
P0096L05,सौभाग्य से मुझे गुरू के दर्शन प्राप्त हुए।,,,,
P0096L06,अब मैं आत्मिक जीवन देने वाला नाम रस माणता हूँ और सदा कायम रहने वाला अमृत नाम (मुंह से) उच्चारता हूँ। पूरे गुरू के द्वारा (ही) ये आत्मिक जीवन देने वाला नाम-रस लिया जा सकता है।3।,,,सचु = सदा स्थिर रहने वाला। बोली = मैं बोलूं। गुरि पूरे = पूरे गुरू के द्वारा। लीचै = लिया जा सकता है।3।,
P0096L07,हे हरी! मुझे साध-संगति मिला~ मुझे सतिगुरू मिला।,,,हरि = हे हरी!,
P0096L08,साध-संगति में मिल के ही हरी नाम सिमरा जा सकता है।,,,धिआइअै = ध्याया जा सकता है।,
P0096L09,हे नानक! (अरदास कर कि साध-संगति में मिल के गुरू की शरण पड़ के) मैं परमात्मा के सिफत-सालाह की बातें सुनता रहूँ और मुंह से बोलता रहूँ। गुरू की मति ले कर (मन) परमात्मा के नाम में प्रसन्न रहता है।4।6।,,,सुणी = मैं सुनूं। बोली = मैं बोलूं। परीचै = परीचते हैं~ प्रसन्न होते हैं।4।,
P0096L10,,,,,
P0096L11,हे प्यारी बहनों! (सत्संगी जनों)! तुम आओ और मिल के बैठो।,,,भैणे पिआरीआ = हे प्यारी बहनों! हे सतसंगिओ!,
P0096L12,जो बहिन मुझे मेरे प्रीतम का पता बताएगी मैं उसके सदके जाऊँगी।,,,तिस कै = उस से। हउ = मैं। वारीआ = सदके हूं।,
P0096L13,साध-संगति में मिल के (गुरू के द्वारा) मैंने सज्जन प्रभू ढूंढा है~ मैं गुरू से कुर्बान जाती हूँ।,,,मिलि = मिल के। विटहु = से। घुमाइआ = कुर्बान हूँ (स्त्रीलिंग)।1।,
P0096L14,हे स्वामी! मैं जिधर जिधर देखता हूँ उधर उधर तू ही है।,,,जह जह = जहां जहां। तह तह = तहां तहां। देखा = देखूं~ मैं देखता हूं। सुआमी = हे स्वामी! घटि घटि = हरेक घट में।,
P0096L15,हे अंतरजामी! तू हरेक शरीर में व्यापक है।,,,अंतरजामी = हे अंतरयामी! हरेक के दिलों की जानने वाले!,
P0096L16,मैं पूरे गुरू से सदा कुर्बान जाता हूँ। पूरे गुरू ने मुझे परमात्मा मेरे साथ बसता दिखा दिया है।1।,,,गुरि पूरै = पूरे गुरू ने। सद = सदा। वारिआ = कुर्बान (पुलिंग)।2।,
P0096L17,(हे भाई!) (सारे शरीरों में) एक ही हवा (स्वाश) है~ मिॅटी तत्व भी सारे शरीरों में एक जैसा ही है और सारे शरीरों में एक ही रॅबी जोति मौजूद है। सबमें एक ही ज्योति काम कर रही है।,,,पवणु = हवा~ स्वास। माटी = मिॅटी तत्व~ शरीर। सबाइआ = सारी~ समूची।,
P0096L18,अलग अलग (दिखाई देते) हरेक शरीर में एक ही जोति है। पर (माया के आंगन में जीवों को) किसी की जोति दूसरे की जोति से मिली हुई नहीं दिखती (जोति सांझी नहीं प्रतीत होती)।,,,वरतै = मौजूद है। भिन भिन = अलग अलग शरीर में। न रलई = मिलती नहीं।,
P0096L19,गुरू की कृपा में हरेक जीव में एक परमात्मा ही दिखता है। मैं गुरू से कुर्बान जाता हूँ।3।,,,इकु = एक परमात्मा। वताइआ = कर्बान (पुलिंग)।3।,
P0096L20,दास नानक आत्मिक जीवन देने वाली गुरू की बाणी (सदा) उच्चारता है।,,,जनु = दास (एकवचन)। नानकु बोलै = नानक बोलता है। (नोट: शब्द ‘नानक’ और ‘नानकु’ का फर्क याद रखने योग्य है)। अंम्रित = आत्मिक जीवन देने वाली~ आत्मिक मौत से बचाने वाली।,
P0096L21,गुरू के सिखों के मन को ये बाणी प्यारी लगती है मीठी लगती है।,,,कै मनि = के मन में। भाणी = पसंद है।,
P0096L22,पूरा गुरू पूरा सत्गुरू (यही) उपदेश करता है। (कि सब जीवों में एक ही परमात्मा की जोति बरत रही है)। पूरा गुरू औरों का भला मनाने वाला है।4।7।,,,परउपकारी = औरों का भला करने वाला।4।,
P0096L23,,,,,
P0096L24,,,,,
P0096L25,गुरू का दर्शन करने के लिए मेरा मन बड़ी तमन्ना कर रहा है,,,लोचै = लोचता है~ तमन्ना करता है। ताई = वास्ते।,
P0096L26,(जैसे पपीहा स्वाति बूंद के लिए तड़पता है) पपीहे की तरह (मेरा मन गुरू के दर्शनों के लिए) तड़प रहा है।,,,बिलप = विरलाप। निआई = जैसा।,
P0096L27,प्यारे संत-गुरू के दर्शन के बिना (दशर्नों की मेरी आत्मिक) प्यास तृप्त नहीं होती। मेरे मन को धैर्य नहीं आता।,,,त्रिखा = प्यास।1।,
P0096L28,मैं पिआरे संत-गुरू के दर्शन से कुर्बान हूं~ सदके हूँ।1।रहाउ।,,,हउ = मैं। घोली = सदके। घोलि घुमाई = सदके~ कर्बान~ वारी।1। रहाउ।,
P0096L29,हे धर्नुधारी प्रभू जी! तेरा मुख (तेरे मुंह का दर्शन) सुख देने वाला है (ठण्डक देने वाला है) तेरी सिफत सलाह (मेरे अंदर) आत्मिक अडोलता की लहर पैदा करती है।,,,सुहावा = सुखावय~ सुख देने वाला~ सुंदर। सहज = आत्मिक अडोलता। धुनि = रौंअ। सहज धुनि = आत्मिक अडोलता में रौंअ पैदा करने वाली। बाणी = सिफत सलाह।,
P0096L30,हे धर्नुधारी! तेरे दर्शन किए काफी समय हो चुका है।,,,सारंग पाणी = हे सारंग पाणी! हे परमात्मा! (सारंग = धनुष। पाणी = पाणि~ हाथ। धर्नुधारी प्रभू)।,
P0096L31,हे मेरे सज्जन प्रभू! वह हृदय-देश भाग्यशाली है जिसमें तू (सदा) बसता है।2।,,,धंनु = भाग्यशाली। देसु = हृदय~ देश। जहा = जहां। मुरारे = (मुर+अरि) मुरारी~ ‘मुर’ दैंत का वैरी।2।,
P0096L32,हे मेरे सज्जन गुरू! हे मेरे मित्र प्रभू! मैं तेरे पर कुर्बान हूँ~ सदके हूँ।1।रहाउ।,,,,
P0096L33,हे प्यारे भगवान! जब मैं तुझे एक घड़ी भर भी नहीं मिलता तो मुझे जैसे कलियुग सा प्रतीत होने लगता है,,,,
P0096L34,मैं तेरे विछोड़े में विहवल हूँ~ बताओ अब मैं आपको कब मिल सकूँगा। (हे भाई! गुरू की शरण के बिना परमात्मा से मिलाप नहीं हो सकता~ तभी तो),,,कदि = कब? प्रिअ = हे प्यारे! प्रिअ भगवंता = हे प्यारे भगवान! तुधु = तुझे।,
P0097L01,गुरू के दरबार का दर्शन करने के बिना मेरी (जिंदगी की) रात (आसान) नहीं गुजरती~ मेरे अंदर शांति नहीं आती।3।,,,मोहि = मेरी। रैणि = (जिंदगी की) रात। नीद = शांति।3।,
P0097L02,मैं गुरू के दरबार से सदके हूँ कुर्बान हूँ जो सदैव अटॅल रहने वाला है।1।रहाउ।,,,सचे = सदा स्थिर रहने वाले।1। रहाउ।,
P0097L03,मेरे भाग्य जाग पड़े हैं~ गुरू ने मुझे शांति का स्रोत परमात्मा मिला दिया है,,,भागु होआ = किस्मत जाग पड़ी है। गुरि = गुरू ने। संतु = शांत मूर्ति प्रभू।,
P0097L04,(गुरू की कृपा से उस) अबिनाशी प्रभू को मैंने अपने हृदय में ढूंढ लिया है।,,,अबिनाशी = नाश रहित। घर महि = हृदय (ही)।,
P0097L05,हे दास नानक! (कह–हे प्रभू! मेहर कर) मैं तेरे दासों की (नित्य) सेवा करता रहूँ~ (तेरे दासों से) मैं एक पल भर भी ना बिछड़ जाऊँ~ एक रत्ती भर भी ना अलग होऊँ।4।,,,करी = मैं करता हूँ। चसा = पल का तीसवां हिस्सा। विछुड़ा = मैं बिछुड़ता हूं।4।,नोट: वैसे तो साधारण तौर पर हरेक शबद किसी प्रथाय ही हुआ करता है~ ‘परथाय साखी महा पुरख बोलदे’। पर इस शबद के साथ चिट्ठियों वाली कहानी मन घड़ंत प्रतीत होती है। चौथे बंद की तुक “भाग होआ गुरि संतु मिलाइआ” ध्यान से पढ़ें। इसका अर्थ है ‘गुरू ने संत (प्रभू) मिला दिया है। अगर कहानी ठीक होती तो कहते कि प्रभू ने गुरू मिला दिया है। उस कहानी में और भी कई कमियां हैं। यहां उनका जिक्र करना गैर जरूरी है। ये बिरह अवस्था का शबद है~ और ऐसे~ और भी कई शबद मिलते हैं। इसी ही राग में आ चुके गुरू राम दास जी के शबद भी बिरहों अवस्था के हैं। बारंबार कहते हैं– ‘गुरु मेलहु’।
P0097L06,हे दास नानक! (कह– हे प्रभू!) मैं तेरे दासों से सदके हूँ कुर्बान हूँ।1।रहाउ।,,,,
P0097L07,,,,,
P0097L08,हे सभी जीवों के दाते! जब मैं तुझे अपने हृदय में बसाता हूँ~ वह समय मुझे सुखदायी प्रतीत होता है।,,,रुति = ऋतु~ मौसम। सुहावी = सुखदायी। जितु = जिस में। समाली = मैं सम्हालता हूं~ दिल में बसाता हूं।,
P0097L09,हे प्रभू! जो काम मैं तेरी सेवा के लिए करता हूँ~ वह काम मुझे खुशी देता है।,,,सुहेला = सुखदायी। घाली = सेवा में।,
P0097L10,हे दातार! जिस दिल में तू बसता है~ वह हृदय शीतल रहता है।1।,,,रिदा = हृदय में। सुहेला = शांत। वुठा = वसा हुआ।1।,
P0097L11,हे दातार! तू हमारे सभी जीवों का पिता है (और सभी को दातें बख्शता है)।,,,,
P0097L12,तेरे घर में (जगत के सारे) नौ ही खजाने मौजूद हैं~ तेरे खजानों में कभी कमी नहीं आती।,,,नउ निधि = (दुनिया के) नौ ही खजाने। अखॅुट = कभी न खत्म होने वाले।,
P0097L13,(पर) जिस को (अपने नाम की दात) देता है~ वह (दुनिया के पदार्थों की तरफ से) तृप्त हो जाता है~ और~ हे प्रभू! वही तेरा भगत (कहलवा सकता) है।2।,,,अघावै = तृप्त हो जाता है।2।,
P0097L14,,,,सभ को = हरेक जीव।,
P0097L15,,,,,
P0097L16,,,,साझीवाल = तेरे साथ सांझ रखने वाले। सदाइनि = कहलवाते हैं। किसै = किसी से। बाहरा = अलग किस्म।3।,
P0097L17,हे दातार! तू खुद ही जीवों को गुरू की शरण में डाल के (माया के बंधनों से) आजाद करा देता है।,,,गुरमुखि = गुरू की शरण पा कर।,
P0097L18,तू स्वयं ही जीवों को मन का गुलाम बना के जनम मरण के चक्कर में भटकाता रहता है।,,,मनमुखि = मन का गुलाम बना के। जनमि = जनम (मरन के चक्कर) में।,
P0097L19,हे दास नानक! (कह– हे प्रभू!) मैं तुझसे कुर्बान हूँ~ ये सारी जगत रचना तेरा ही प्रत्यक्ष तमाशा है।4।2।9। नोट: अंक 2 का भाव है कि गुरू अरजन साहिब का दूसरा शबद है।अंक 9 अब तक के सारे शबदों का जोड़ बताता है;गुरू राम दास जी---------------07गुरू अरजन देव जी------------02जोड़-----------------------------09,,,दसाहरा = प्रगट।4।,
P0097L20,,,,,
P0097L21,(गुरू की कृपा से मेरे अंदर परमात्मा की सिफत सलाह का) एक रस संगीत बज रहा है।,,,अनहदु = (अनाहत = not produced by beating [as sound]) वह आवाज जो कोई साज बजाए बगैर ही पैदा हो रही हो~ एक रस शबद। सहजि = आत्मिक अडोलता में। सुहेला = सुखदायी।,
P0097L22,(मेरा मन) आत्मिक अडोलता में टिक के सुखी हो रहा है~ गुरू के शबद के साथ जुड़ के सदा आनंद का रंग माण रहा है।,,,सबदि = शबद से। सद = सदा। केल = (केलि:) खेल~ आनंद।,
P0097L23,(सतिगुरू की मेहर से मैंने) आत्मिक अडोलता-रूपी गुफा में समाधि लगाई हुई है और सबसे ऊँचे अकाल पुरख के चरणों में बढ़िया ठिकाना बना लिया है।1।,,,सहज गुफा = आत्मक अडोलता की गुफा। ताड़ी = समाधि।1।,
P0097L24,हे संत जनों! गुरू ने (मुझे) आत्मिक प्रकाश दे के सब में व्यापक परमात्मा के दर्शन करा दिए हैं।,,,फिरि घिरि = बारंबार। ग्रिह महि = हृदय घर में। अघाइ रहिआ = तृप्त रहा है।,
P0097L25,अब (मेरा मन) मुड़ मुड़ के अंतरात्में में आ टिकता है।,,,,
P0097L26,जो (आत्मिक शांति) मुझे चाहिए थी वह मैंने हासिल कर ली है~ और (मेरा मन दुनिया की वासनाओं से) पूरी तरह से भर चुका है।2।,,,संतहु = हे संत जनों! गुरि = गुरू ने। अनभउ = अनुभव~ आत्मिक प्रकाश। पुरखु = सर्व व्यापक प्रभू।2।,
P0097L27,(गुरू की कृपा से मुझे दिखाई दे गया है कि) प्रभू स्वयं ही बादशाह है और स्वयं ही प्रजा-रूप है।,,,राजनु = बादशाह।,
P0097L28,प्रभु वासना रहित भी है और (सब जीवों में व्यापक होने करके) स्वयं ही सारे पदार्थ भोग रहा है।,,,निरबाणी = निर्वाण~ वासना रहित।,
P0097L29,वह सदा स्थिर रहने वाला प्रभू स्वयं ही तख्त पर बैठा हुआ है और न्याय कर रहा है (इसलिए सुख आए चाहे दुख आए~ मेरा) सारा गिला-शिकवा खत्म हो चुका है।3।,,,तखति = तख्त पर। सचु = सदा स्थिर रहने वाला। निआई = न्याय करने वाला।3।,
P0097L30,(गुरू की मेहर से) मैंने परमात्मा को जिस (सर्व-व्यापक) रूप में देखा है वैसा ही कह दिया है।,,,,
P0097L31,जिस मनुष्य ने ये भेद पा लिया है उसे (उसके मिलाप) का आनंद आता है।,,,तिसु = उस मनुष्य को। जिनि = जिस (मनुष्य) ने। लहिआ = ढूंढ लिया।,
P0097L32,हे नानक! उस मनुष्य की सुरति प्रभू की जोति में मिली है~ उसे आत्मिक आनंद प्राप्त होता है~ उसे सिर्फ परमात्मा ही सारे जगत में व्यापक दिखता हैं।4।3।10।,,,इक = परमात्मा ही। पसरिआ = व्याप रहा है।4।,
P0097L33,,,,,
P0097L34,हे सखी! जिस हृदय घर में प्रभू पति ने (अपने प्रकाश से) अच्छे भाग्य लगा दिये हों~,,,जितु = जिसमें। घरि = हृदय घर में। पिरि = पिर ने। सखीऐ = हे सखी!,
P0097L35,उसके हृदय घर में (प्रभू पति की) सिफत सलाह का गीत गाए जाते है।,,,गइआ = गाया जा सकता है।,
P0097L36,जिस जीव-स्त्री को पति प्रभू ने आत्मिक सुंदरता बख्श दी हो~ उसके हृदय घर में आतिमक आनंद शोभते हैं~ आत्मिक खुशिआं शोभती हैं।,,,बिनोद = खुशियां। सोहहि = शोभायमान होते हैं। तितै घरि = उसी घर में। तितु घरि = उस घर में।,
P0097L37,जो जीव स्त्री पति प्रभू की प्यारी बन जाए~ वह सब गुणों की मलिका बन जाती है। वह भाग्यशाली हो जाती है।,,,,
P0097L38,वह (आत्मिक ज्ञान-रूपी) पुत्रवती~ सु-स्वाभाव वाली और सुहाग-भाग वाली बन जाती है।,,,सीलवंति = मीठे स्वभाव वाली।,
P0097L39,उसका आत्मिक जीवन सुंदर बन जाता है। वह सुचज्जे घाढ़त वाले मन वाले व्यक्तित्व और अच्छी सूझ की मलिका बन जाती है।2।,,,धन = स्त्री। कंति = कंत ने। सा = वह स्त्री। बिचखणि = विलक्षण~ सिआनी। सुघड़ि = सुचज्जी (जिसका मन सुंदर घड़ा हुआ है)। कंत पिआरी = पति की प्यारी।2।,
P0097L40,जो जीव-स्त्री प्रभू पति के प्रेम रंग में (रंग के) सुंदर जीवन वाली बन जाती है उसका आचरण ऊँचा हो जाता है,,,अचारवंति = अच्छे आचरणवाली। साई = सा ही~ वही स्त्री। परधान = जानी मानी।,
P0097L41,वह (संगति में) जानी मानी जाती है। प्रभू पति के साथ गहरी सांझ के सदका सारे आत्मिक गुण उसके जीवन को संवार देते है।,,,बणे = फबते हैं। गिआने = ज्ञान से~ गहरी समझ के सदके।,
P0097L42,वह ऊँचे कुल वाली समझी जाती है। वह भाईयों वाली हो जाती है।3।,,,सभराई = स+भराई~ भाईयों वाली। पिर कै रंगि = पति के प्रेम में।3।,
P0097L43,उसकी उपमा बयान नही की जा सकती।,,,महिमा = उपमा~ बड़िआई। तिस की = उसकी (शब्द ‘तिसु’ और “तिस’ का फर्क ध्यानयोग है; यहां ‘तिसु’ में से ‘ु’ मात्रा संबंधक ‘की’ के कारण हट के ‘तिस’ बना है)।,
P0097L44,जिस जीव-स्त्री को प्रभू पति ने अपने चरणों में जोड़ के अपने में लीन कर लिया हो~,,,पिरि = पिया ने। लाऐ = लगा के। अंगि = अंग से~ शरीर के साथ।,
P0098L01,हे दास नानक! जो परमात्मा अपहुँच है जिस तक ज्ञानेंद्रियों की पहुँच नहीं हो सकती वह उस जीव स्त्री का सदा कायम रहने वाला सुहाग-भाग बन जाता है। उस जीव-स्त्री को उसके प्रेम का आसरा सदैव मिला रहता है।4।4।11।,,,थिरु = स्थिर~ सदा कायम रहने वाला। वरु = पति। अगमु = अपहुँच। अगोचरु = अ+गो+चर (गो = ज्ञानेंद्रिया~ चर = पहुँच)~ जिस तक ज्ञानेंद्रियों की पहुँच नहीं हो सकती। साधारी = स+आधरी~ आसरे वाली।4।,
P0098L02,,,,,
P0098L03,अनेकों लोग (जंगलों पहाड़ों में) तलाशते तलाशते (परमात्मा के) दर्शन की तमन्ना करते हैं।,,,खोजत = ढूंढते हुए। दरसन चाहे = दर्शनों की चाह करने से।,
P0098L04,कई किस्म के जंगल गाह मारते हैं। (पर इस तरह परमात्मा के दर्शन नही होते)।,,,भाति भाति = भांति भांति~ कई किस्म के। बन = जंगल। अवगाहे = गाह मारे~ ढूंढ डाले~ तलाशे।,
P0098L05,वह परमात्मा माया के तीन गुणों से अलग भी है और तीन गुणी संसार में व्यापक भी है।2।,,,निरगुण = माया के तीनों गुणों से ऊपर। सरगुण = रचे हुए जगत के स्वरूप वाला~ माया के तीन गुण रच के अपना जगत रूपी स्वरूप दिखाने वाला। आणि = ला के।2।,
P0098L06,कई ऐसे हैं जो छह शास्त्रों को विचारते हैं और उनका उपदेश मुंह से (सुनाते हैं)।,,,खटु = छे। खटु सासत = छे शास्त्र (सांख~ न्याय~ विशैषिक~ मीमांसा~ योग और वेदांत)। मुखि = मुंह से।,
P0098L07,देव पूजा करते हैं और तिलक लगाते हैं~ तीर्थों का स्नान करते हैं।,,,,
P0098L08,कई ऐसे भी हैं जो निवली कर्म आदिक योगियों वाले चौरासी आसन करते हैं। पर इन उद्यमों से (मन में) शांति नहीं मिलती।2।,,,निवली कर्म-आँतों की वर्जिश (हाथ घुटनों पे रख के और आगे झुक के खड़े हो के पहले जोर से स्वाश अंदर को खींचते हैं~ फिर सास स्वाश बाहर निकाल के आँतों को खींच लिया जाता है और चक्र में घुमाते हैं। इस साधन को निवली कर्म कहते हैं। ये साधन सवेरे शौच के बाद खाली पेट ही करते हैं)।2।,
P0098L09,जोगी लोग अनेकों साल जप करते हैं~ तप साधते हैं।,,,बरख = वर्ष~साल।,
P0098L10,सारी धरती पे भ्रमण भी करते हैं।,,,गवनु = चलना फिरना~ भ्रमण। भरमाता = चला फिरा।,
P0098L11,(इस तरह भी) हृदय में एक छिन के लिए भी शांति नहीं आती। फिर भी जोगी इन जपों-तपों के पीछे ही मुड़ मुड़ के ही दौड़ता है।3।,,,बहुड़ि बहुड़ि = बारंबार~ मुड़ मुड़ के।3।,
P0098L12,परमात्मा ने कृपा करके मुझे गुरू मिला दिया है।,,,मोहि = मुझे। साधु = गुरू।,
P0098L13,मेरा मन शीतल हो गया है (मेरे मन और ज्ञानेंद्रियों में से विकारों की तपस समाप्त हो चुकी है) गुरू से मुझे धैर्य मिला है।।,,,,
P0098L14,(गुरू की मेहर से) अविनाशी प्रभू मेरे हृदय में आ बसा है। अब (ये दास) नानक परमात्मा की सिफत-सालाह का गीत ही गाता है (ये सिफत सलाह प्रभू चरणों में जोड़ के रखती है)।4।5।12।,,,घट = हृदय। मंगलु = सिफति सलाह के गीत।4।,
P0098L15,,,,,
P0098L16,(हे भाई!) गुरू की शरण पड़ के उस हरी का सिमरन करो~ जो परम आत्मा है। जिससे परे और कोई नहीं~ जो सबसे परे है।,,,पारब्रहम = परमात्मा। अपरंपर = (अपर: नास्ति परो यस्य~ जिससे परे कोई और नहीं)~ जो सबसे परे है। देव = प्रकाश रूप (दिव = चमकना)।,
P0098L17,"जो प्रकाश-रूप है~ जो अपहुँच है~ जिस तक ज्ञाने इंद्रयों की पहुँच नहीं हो सकती, जिसका स्वरूप बयान नहीं किया जा सकता~ जिसका भेद नहीं पाया जा सकता~",,,अलख = (अलक्ष्य) जिसका स्वरूप बयान नहीं किया जा सके।,
P0098L18,जो दीनों पर दया करने वाला है। जो सुष्टि की पालना करने वाला है~ जो सृष्टि के जीवों के दिलों की जानने वाला है और जो उच्च आत्मिक अवस्था देने वाला है।1।,,,दइआल = दया का घर। गुरमुखि = गुरू की शरण पड़ के। गाती = गति देने वाला~ उच्च आत्मिक अवस्था देने वाला।,
P0098L19,गुरू की शरण पड़ने से मधु दैंत को मारने वाला (विकार रूपी दैंत से) बचा लेता है।,,,मधुसूदन = (‘मधु’ दैंत को मारने वाला) परमात्मा।,
P0098L20,गुरू की शरण पड़ने से मुर दैंत को मारने वाला प्रभू (सदा के लिए) साथी बन जाता है।,,,संगी = साथी। मुरारे = मुर+अरि~ परमात्मा।,
P0098L21,गुरू की शरण पड़ने से ही वह प्रभू मिलता है जो दया का स्रोत है और जिसे दामादेर कहा है~ किसी और तरीके से नहीं मिल सकता।2।,,,दमोदरु = (दामन उदर~ कृष्ण)~ परमात्मा। होरतु = और के द्वारा। होरतु भाती = और तरीके से।2।,
P0098L22,वह परमात्मा केशव (सुंदर केशों वाला) किसी के साथ वैर नहीं रखता और उसे किसी खुराक की जरूरत नहीं पड़ती।,,,निरहारी = निर+आहारी~ जिसे किसी खुराक की जरूरत नहीं~ परमात्मा। केसव = (केशव: प्रशस्या: सन्ति अस्य) लंबे केशों वाले~ परमात्मा।,
P0098L23,करोड़ों ही सेवक जिसके पैर पूजते हैं~,,,कोटि = क्रोड़।,
P0098L24,गुरू के द्वारा जिस मनुष्य के हृदय में वह बस जाता है~ वह मनुष्य अनिंन भगत बन जाता है।३।,,,इकाती = एकान्तिन (devoted to one object only) अनिंन।3।,
P0098L25,उस परमात्मा का दर्शन जरूर (मन इच्छित) फल देता है। उसके गुणों का अंत नहीं पाया जा सकता। उसकी हस्ती का दूसरा छोर नहीं ढूंढा जा सकता।,,,अमोघ = अमोध~ जरूर फल देने वाला।,
P0098L26,वह बड़ी ताकतों वाला है और वह सदा ही दातें देता रहता है।,,,,
P0098L27,गुरू की शरण पड़ कर अगर उसका नाम जपें~ तो उसके नाम की बरकति से (संसार समुंद्र से) पार हो जाते हैं। पर~ हे नानक! ये ऊँची आत्मिक अवस्था किसी विरले ने ही समझी है।4।6।13।,,,तितु = उस द्वारा। गति = ऊँची आत्मिक अवस्था। विरली = बहुत कम~ गिनी चुनी।4।,
P0098L28,,,,,
P0098L29,हे प्रभू! तू जो हुकम करता है~ वही जीव करते हैं। जो कुछ तू देता है~ वही जीव हासिल कर सकते हैं।,,,कहिआ = कहा हुआ वचन~ हुकम।,
